File_Name,Channel_1_mean,Channel_1_std,Channel_1_max,Channel_1_min,Channel_1_rms,Channel_1_peak_to_peak,Channel_2_mean,Channel_2_std,Channel_2_max,Channel_2_min,Channel_2_rms,Channel_2_peak_to_peak,Channel_3_mean,Channel_3_std,Channel_3_max,Channel_3_min,Channel_3_rms,Channel_3_peak_to_peak,Channel_4_mean,Channel_4_std,Channel_4_max,Channel_4_min,Channel_4_rms,Channel_4_peak_to_peak
2004.03.04.09.27,-0.004714599609375,0.07962882914738013,0.547,-0.569,0.07976827615574612,1.116,-0.0039047363281250005,0.096640809453284,0.527,-0.437,0.09671966200095058,0.964,-0.0051479492187500005,0.0661901180261066,0.361,-0.31,0.06639000757244083,0.671,-0.004330859375,0.055323314663487264,0.254,-0.303,0.055492571469353,0.5569999999999999
2004.03.04.09.32,-0.005101513671875,0.0785124921492755,0.491,-0.461,0.07867805834687569,0.952,-0.005114990234375,0.09186551614475844,0.537,-0.479,0.09200780500392684,1.016,-0.0063095214843749995,0.06598447265832763,0.295,-0.295,0.06628544857930264,0.59,-0.006725439453125,0.05292505164017768,0.212,-0.249,0.053350657230751386,0.46099999999999997
2004.03.04.09.42,-0.0022419433593750004,0.07978354021715713,0.515,-0.454,0.07981503366916144,0.9690000000000001,-0.0022490234375,0.09340316885508396,0.496,-0.596,0.09343024167042356,1.092,-0.001292724609375,0.0691739528135406,0.286,-0.286,0.06918603099445454,0.572,-0.00320009765625,0.05260589209207428,0.278,-0.278,0.052703135654460824,0.556
2004.03.04.09.52,-0.0025522460937499997,0.08104227053887181,0.52,-0.552,0.08108244923667976,1.072,-0.0011150390625,0.09279647877503407,0.476,-0.513,0.09280317766734203,0.989,-0.002280322265625,0.06859869987474632,0.349,-0.31,0.06863659005326987,0.659,-0.00437880859375,0.054669169786480676,0.269,-0.3,0.05484425302475866,0.569
2004.03.04.10.02,-0.0025340820312500004,0.07912446133392566,0.369,-0.381,0.07916502986246515,0.75,-0.0007796386718749999,0.09282609183656658,0.518,-0.562,0.09282936583920724,1.08,-0.001727392578125,0.06744697679906908,0.388,-0.374,0.06746909340174304,0.762,-0.00344267578125,0.05380412096376954,0.227,-0.247,0.053914148877810826,0.474
2004.03.04.10.12,-0.0024278320312499995,0.07953503899856362,0.483,-0.432,0.0795720855380516,0.915,-0.00211376953125,0.093275113103456,0.593,-0.522,0.09329906079963372,1.115,-0.0026482421875,0.06978018637817324,0.383,-0.344,0.06983042028841191,0.727,-0.0030773437500000002,0.05326426483646739,0.271,-0.3,0.053353087568808986,0.571
2004.03.04.10.22,-0.00220830078125,0.08034387257771765,0.461,-0.422,0.08037421510114423,0.883,-0.00167626953125,0.09521049451079357,0.579,-0.564,0.09522524951152005,1.1429999999999998,-0.0017686035156250003,0.06947662475471619,0.605,-0.381,0.06949913197805513,0.986,-0.0031586914062499997,0.05523194798987568,0.242,-0.337,0.055322196360559024,0.579
2004.03.04.10.32,-0.0009394042968750001,0.07845837925566898,0.498,-0.361,0.07846400293038443,0.859,-0.001122021484375,0.09274871494758957,0.571,-0.527,0.09275550148988805,1.0979999999999999,-0.001892236328125,0.06700373530777332,0.359,-0.354,0.06703044907738293,0.713,-0.0030425781249999997,0.053779720558527186,0.239,-0.234,0.053865718458032286,0.473
2004.03.04.10.42,-0.002206640625,0.08009425950166996,0.527,-0.415,0.08012465081339669,0.942,-0.001783251953125,0.09489467147622699,0.72,-0.527,0.0949114253507415,1.2469999999999999,-0.001660009765625,0.0700452823848609,0.354,-0.3,0.07006494998782825,0.6539999999999999,-0.0030758300781250003,0.05517400353259564,0.281,-0.293,0.05525967242469299,0.5740000000000001
2004.03.04.10.52,-0.002475927734375,0.07830113212220995,0.396,-0.439,0.07834026748592084,0.835,-0.001506201171875,0.09416222527413377,0.522,-0.425,0.0941742709584039,0.9470000000000001,-0.002296826171875,0.06932766635303733,0.359,-0.4,0.06936570285394558,0.759,-0.0032265136718750004,0.054251790276423864,0.269,-0.256,0.05434765071897657,0.525
2004.03.04.11.02,-0.0020475097656249995,0.07931877399984065,0.483,-0.415,0.07934519648395941,0.8979999999999999,-0.0023447265625,0.09543581014959536,0.564,-0.427,0.0954646091573338,0.9909999999999999,-0.0021961914062500003,0.0684409872481002,0.32,-0.312,0.06847621479161578,0.632,-0.0035199218750000005,0.05409891109111067,0.249,-0.256,0.0542133012391793,0.505
2004.03.04.11.12,-0.0037388671875000002,0.07955263509815678,0.444,-0.596,0.07964044750568802,1.04,-0.001006884765625,0.09385037023696619,0.471,-0.481,0.09385577132252909,0.952,-0.0020832519531250003,0.06937724906806932,0.386,-0.342,0.06940851984413099,0.728,-0.00403388671875,0.05455460391865697,0.308,-0.286,0.05470353782691984,0.594
2004.03.04.11.22,-0.0030008789062499997,0.08015267413569259,0.474,-0.439,0.08020883022032237,0.913,-0.0006659179687499997,0.09493752011261879,0.471,-0.474,0.09493985555010605,0.945,-0.001913916015625,0.06957184111316704,0.349,-0.361,0.06959816197566301,0.71,-0.00336591796875,0.05532259698217941,0.337,-0.261,0.05542489639706149,0.5980000000000001
2004.03.04.11.32,-0.0019556152343750003,0.07882925595517001,0.522,-0.564,0.07885350991167499,1.0859999999999999,-0.001778662109375,0.09306888558812929,0.537,-0.488,0.09308588025858501,1.025,-0.002181494140625,0.06857167440408644,0.398,-0.337,0.0686063659383415,0.7350000000000001,-0.003328857421875,0.053005279690439354,0.281,-0.249,0.0531097068980509,0.53
2004.03.04.11.42,-0.001905322265625,0.08144822257087467,0.505,-0.481,0.08147050517144609,0.986,-0.0017061035156249998,0.09500107062437953,0.464,-0.596,0.09501638915989376,1.06,-0.0017260253906249997,0.0694373339502356,0.344,-0.352,0.06945878281229542,0.696,-0.003260302734375,0.05457210921170815,0.281,-0.293,0.05466941263388857,0.5740000000000001
2004.03.04.11.52,-0.0023310546875,0.08126028764474306,0.549,-0.454,0.08129371540323704,1.0030000000000001,-0.0018986816406250002,0.09525546520072052,0.537,-0.469,0.09527438607820113,1.006,-0.001372802734375,0.07163285660277949,0.54,-0.417,0.07164600988486292,0.9570000000000001,-0.0031152832031250003,0.05534348479624727,0.295,-0.305,0.05543109505348171,0.6
2004.03.04.12.02,-0.001437548828125,0.08155542417970972,0.4,-0.417,0.08156809277999348,0.817,-0.002592431640625,0.09500177810499423,0.566,-0.405,0.09503714297537504,0.971,-0.0009056640624999999,0.07109627665254979,0.325,-0.356,0.07110204484577079,0.681,-0.0028743652343749997,0.05562889195555257,0.3,-0.276,0.0557031022089715,0.5760000000000001
2004.03.04.12.12,-0.002008935546875,0.08019620634389682,0.398,-0.383,0.0802213645731882,0.781,-0.002307373046875,0.09268539331058687,0.471,-0.479,0.09271410951692101,0.95,-0.00156630859375,0.06879007920988058,0.3,-0.317,0.06880790885001883,0.617,-0.0029501953125,0.0547455545423494,0.256,-0.22,0.05482498877821363,0.476
2004.03.04.12.22,-0.00182607421875,0.08047969236170772,0.605,-0.457,0.08050040639454871,1.062,-0.00179931640625,0.0947614292636788,0.681,-0.457,0.09477851030494729,1.1380000000000001,-0.0015834960937500004,0.0720955601005695,0.515,-0.398,0.0721129478394397,0.913,-0.0031819335937499998,0.05445401950279902,0.229,-0.31,0.054546905882976074,0.539
2004.03.04.12.32,-0.0019977539062500005,0.08325245512306266,0.598,-0.439,0.08327642106075105,1.037,-0.001621435546875,0.09550047805165927,0.515,-0.474,0.09551424166755514,0.989,-0.0021982421875,0.0704859808260043,0.376,-0.354,0.07052025072075929,0.73,-0.0028404296875000003,0.05645107227283525,0.261,-0.303,0.05652248757408418,0.5640000000000001
2004.03.04.12.42,-0.0024948242187500004,0.08387780868392747,0.454,-0.789,0.08391490295233618,1.243,-0.0012134765625,0.09678123554055953,0.674,-0.615,0.09678884273574614,1.2890000000000001,-0.0022806640625,0.07018645116333189,0.388,-0.508,0.0702234957508436,0.896,-0.003021044921875,0.05556620045750058,0.283,-0.315,0.05564826453451288,0.598
